title,rank,interpark_rank,yes24_rank,interpark_rating,yes24_rating,image_url,detail_url,yes24_detail_url,performance_period,booking_rate,venue,source,crawled_at,final_rank
이은결 〈TRACK〉 - 크리스마스 수원,31,31.0,22.0,,,https://ticketimage.interpark.com/Play/image/large/25/25014398_p.gif,https://tickets.interpark.com/goods/25014398,https://ticket.yes24.com/Perf/55304,2025.12.25~12.27,0.5,경기아트센터 대극장,both,2025-11-18T13:26:19.163450,31
뮤지컬 〈앤ANNE〉 10th Anniversary,31,31.0,35.0,,5.0,https://ticketimage.interpark.com/Play/image/large/25/25014944_p.gif,https://tickets.interpark.com/goods/25014944,https://ticket.yes24.com/Perf/51497,2025.11.15~2026.2.15,0.5,대학로 자유극장,both,2025-11-18T13:26:19.163452,32
뮤지컬 바람으로의 여행,33,33.0,25.0,,0.0,https://ticketimage.interpark.com/Play/image/large/25/25012829_p.gif,https://tickets.interpark.com/goods/25012829,https://ticket.yes24.com/Perf/55079,2025.11.7~2026.1.11,0.4,대학로 스튜디오 블루,both,2025-11-18T13:26:19.163454,33
뮤지컬 〈미세스 다웃파이어〉 - 세종시,33,33.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25015113_p.gif,https://tickets.interpark.com/goods/25015113,,2025.12.19~12.21,0.4,세종예술의전당(세종특별자치시),interpark,2025-11-18T13:26:19.163453,34
뮤지컬 〈비하인드 더 문 (Behind the Moon)〉,35,35.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25013716_p.gif,https://tickets.interpark.com/goods/25013716,,2025.11.11~2026.2.8,0.4,충무아트센터 중극장 블랙,interpark,2025-11-18T13:26:19.163455,35
최현우 19+I - 고양,36,36.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25013401_p.gif,https://tickets.interpark.com/goods/25013401,,2025.11.29~11.30,0.4,고양아람누리 아람극장,interpark,2025-11-18T13:26:19.163456,36
뮤지컬 〈맘마미아!〉 - 평택,37,37.0,18.0,,,https://ticketimage.interpark.com/Play/image/large/25/25015923_p.gif,https://tickets.interpark.com/goods/25015923,https://ticket.yes24.com/Perf/55450,2026.1.2~1.4,0.3,평택아트센터,both,2025-11-18T13:26:19.163457,37
뮤지컬〈#0528〉,37,37.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25013154_p.gif,https://tickets.interpark.com/goods/25013154,,2025.10.22~2026.1.11,0.3,링크아트센터드림 드림1관,interpark,2025-11-18T13:26:19.163458,38
뮤지컬 〈미세스 다웃파이어〉 - 수원,39,39.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25015757_p.gif,https://tickets.interpark.com/goods/25015757,,2026.1.17~1.18,0.3,경기아트센터 대극장,interpark,2025-11-18T13:26:19.163459,39
뮤지컬 〈레드북〉 - 용인,39,39.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25015201_p.gif,https://tickets.interpark.com/goods/25015201,,2026.1.9~1.11,0.3,용인포은아트홀,interpark,2025-11-18T13:26:19.163460,40
뮤지컬 〈보니 앤 클라이드〉,39,39.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25015688_p.gif,https://tickets.interpark.com/goods/25015688,,2025.12.11~2026.3.2,0.3,홍익대 대학로 아트센터 대극장,interpark,2025-11-18T13:26:19.163461,41
난타(NANTA) - 명동공연,39,39.0,,,,https://ticketimage.interpark.com/Play/image/large/22/22006637_p.gif,https://tickets.interpark.com/goods/22006637,,2022.7.8~2026.3.31,0.3,명동난타극장,interpark,2025-11-18T13:26:19.163462,42
뮤지컬 〈 김종욱 찾기〉 - 여수,43,43.0,29.0,,0.0,https://ticketimage.interpark.com/Play/image/large/25/25014656_p.gif,https://tickets.interpark.com/goods/25014656,https://ticket.yes24.com/Perf/54861,2025.12.19~12.24,0.3,GS칼텍스 예울마루 소극장,both,2025-11-18T13:26:19.163466,43
2026 최현우 아판타시아 - 용인,43,43.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25015580_p.gif,https://tickets.interpark.com/goods/25015580,,2026.1.10~1.11,0.3,용인시문예회관 처인홀,interpark,2025-11-18T13:26:19.163463,44
2026 최현우 아판타시아 - 부산,43,43.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25015621_p.gif,https://tickets.interpark.com/goods/25015621,,2026.1.17~1.18,0.3,동서대학교 소향씨어터 신한카드홀,interpark,2025-11-18T13:26:19.163464,45
뮤지컬 헝키쇼 (HUNKY SHOW),43,43.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25003978_p.gif,https://tickets.interpark.com/goods/25003978,,2025.4.25~2026.2.28,0.3,스타스테이지,interpark,2025-11-18T13:26:19.163465,46
2025 난타 크리스마스 특별 대구 공연,47,47.0,16.0,,,https://ticketimage.interpark.com/Play/image/large/25/25014850_p.gif,https://tickets.interpark.com/goods/25014850,https://ticket.yes24.com/Perf/55607,2025.12.19~12.25,0.2,수성아트피아 대극장,both,2025-11-18T13:26:19.163471,47
뮤지컬 〈맘마미아!〉 - 인천,47,47.0,18.0,,,https://ticketimage.interpark.com/Play/image/large/25/25013537_p.gif,https://tickets.interpark.com/goods/25013537,https://ticket.yes24.com/Perf/55450,2025.11.21~11.23,0.2,인천문화예술회관 대공연장,both,2025-11-18T13:26:19.163468,48
2025 뮤지컬 〈킹키부츠〉 - 여수,47,47.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25014234_p.gif,https://tickets.interpark.com/goods/25014234,,2025.11.22~11.23,0.2,GS칼텍스 예울마루 대극장,interpark,2025-11-18T13:26:19.163467,49
쇼뮤지컬 〈더 맨 얼라이브 : 초이스〉,47,47.0,,,,https://ticketimage.interpark.com/Play/image/large/25/25014107_p.gif,https://tickets.interpark.com/goods/25014107,,2025.11.5~2026.1.31,0.2,서울숲씨어터 1관,interpark,2025-11-18T13:26:19.163470,50
뮤지컬 [나르치스와 골드문트],51,,1.0,,,,https://ticket.yes24.com/Perf/56091,https://ticket.yes24.com/Perf/56091,,,,yes24,2025-11-18T13:27:00.967109,51
LOUD BRIDGE FESTIVAL SEOUL 2026,52,,2.0,,,,https://ticket.yes24.com/Perf/56040,https://ticket.yes24.com/Perf/56040,,,,yes24,2025-11-18T13:27:00.967124,52
tuki. 1ST ASIA TOUR 2026 IN SEOUL,53,,3.0,,,,https://ticket.yes24.com/Perf/55989,https://ticket.yes24.com/Perf/55989,,,,yes24,2025-11-18T13:27:00.967126,53
2025 뮤지컬 [미드나잇 : 액터뮤지션],54,,5.0,,,,https://ticket.yes24.com/Perf/55930,https://ticket.yes24.com/Perf/55930,,,,yes24,2025-11-18T13:27:00.967129,54
가족뮤지컬 [정승제의 수학대모험 : 수포자의 비밀] - 서울,55,,6.0,,,,https://ticket.yes24.com/Perf/55854,https://ticket.yes24.com/Perf/55854,,,,yes24,2025-11-18T13:27:00.967130,55
연극 〈엘리펀트 송〉,56,,7.0,,,,https://ticket.yes24.com/Perf/55851,https://ticket.yes24.com/Perf/55851,,,,yes24,2025-11-18T13:27:00.967132,56
지소쿠리클럽 연말 단독 콘서트 〈Into the Wild〉,57,,9.0,,,,https://ticket.yes24.com/Perf/55818,https://ticket.yes24.com/Perf/55818,,,,yes24,2025-11-18T13:27:00.967134,57
뮤지컬 [해몽가],58,,10.0,,0.0,,https://ticket.yes24.com/Perf/55772,https://ticket.yes24.com/Perf/55772,,,,yes24,2025-11-18T13:27:00.967136,58
뮤지컬 [어쩌면 해피엔딩] - YES24DAY,59,,11.0,,,,https://ticket.yes24.com/Perf/55763,https://ticket.yes24.com/Perf/55763,,,,yes24,2025-11-18T13:27:00.967137,59
뮤지컬 [캐빈],60,,14.0,,,,https://ticket.yes24.com/Perf/55710,https://ticket.yes24.com/Perf/55710,,,,yes24,2025-11-18T13:27:00.967141,60
뮤지컬 [존 도우],61,,15.0,,,,https://ticket.yes24.com/Perf/55670,https://ticket.yes24.com/Perf/55670,,,,yes24,2025-11-18T13:27:00.967142,61
COUNTDOWN FANTASY 2025-2026,62,,17.0,,,,https://ticket.yes24.com/Perf/55543,https://ticket.yes24.com/Perf/55543,,,,yes24,2025-11-18T13:27:00.967144,62
BAC 초이스 Ⅵ 뮤지컬 〈이매지너리〉,63,,20.0,,,,https://ticket.yes24.com/Perf/55358,https://ticket.yes24.com/Perf/55358,,,,yes24,2025-11-18T13:27:00.967149,63
창작뮤지컬 [님만헤민 게스트하우스],64,,23.0,,0.0,,https://ticket.yes24.com/Perf/55273,https://ticket.yes24.com/Perf/55273,,,,yes24,2025-11-18T13:27:00.967154,64
뮤지컬 ［인사이드 윌리엄］- 대전,65,,26.0,,,,https://ticket.yes24.com/Perf/54967,https://ticket.yes24.com/Perf/54967,,,,yes24,2025-11-18T13:27:00.967159,65
뮤지컬 [그레이하우스],66,,28.0,,4.0,,https://ticket.yes24.com/Perf/54914,https://ticket.yes24.com/Perf/54914,,,,yes24,2025-11-18T13:27:00.967162,66
뮤지컬 [후크],67,,30.0,,4.0,,https://ticket.yes24.com/Perf/54857,https://ticket.yes24.com/Perf/54857,,,,yes24,2025-11-18T13:27:00.967165,67
뮤지컬 [라흐마니노프],68,,31.0,,4.0,,https://ticket.yes24.com/Perf/54744,https://ticket.yes24.com/Perf/54744,,,,yes24,2025-11-18T13:27:00.967166,68
[부산] 뮤지컬 [어서 오세요， 휴남동 서점입니다],69,,33.0,,0.0,,https://ticket.yes24.com/Perf/52271,https://ticket.yes24.com/Perf/52271,,,,yes24,2025-11-18T13:27:00.967169,69
[비지정석] 뮤지컬 [연남동 빙굴빙굴 빨래방] - 2025년 공연,70,,34.0,,0.0,,https://ticket.yes24.com/Perf/51850,https://ticket.yes24.com/Perf/51850,,,,yes24,2025-11-18T13:27:00.967171,70
페인터즈-광화문전용관,71,,36.0,,5.0,,https://ticket.yes24.com/Perf/49034,https://ticket.yes24.com/Perf/49034,,,,yes24,2025-11-18T13:27:00.967173,71
25 뮤지컬 천로역정,72,,37.0,,5.0,,https://ticket.yes24.com/Perf/47835,https://ticket.yes24.com/Perf/47835,,,,yes24,2025-11-18T13:27:00.967175,72
25 스크루테이프의 편지,73,,38.0,,5.0,,https://ticket.yes24.com/Perf/40844,https://ticket.yes24.com/Perf/40844,,,,yes24,2025-11-18T13:27:00.967176,73
락뮤지컬 [프리즌],74,,39.0,,5.0,,https://ticket.yes24.com/Perf/38930,https://ticket.yes24.com/Perf/38930,,,,yes24,2025-11-18T13:27:00.967177,74
[삼척] 가족뮤지컬 [빨간모자와늑대],75,,40.0,,0.0,,https://ticket.yes24.com/Perf/31334,https://ticket.yes24.com/Perf/31334,,,,yes24,2025-11-18T13:27:00.967178,75
