title,rank,rating,image_url,detail_url,performance_period,booking_rate,cast,venue,price_info,source,crawled_at
〈센과 치히로의 행방불명〉오리지널 투어 (SPIRITED AWAY),1,,,https://ticket.yes24.com/Perf/55838,,,,,,yes24,2025-11-04T16:23:22.666152
IDOL RADIO Special : SUPER VIBE KOREA,2,,,https://ticket.yes24.com/Perf/55825,,,,,,yes24,2025-11-04T16:23:22.666163
지소쿠리클럽 연말 단독 콘서트 〈Into the Wild〉,3,,,https://ticket.yes24.com/Perf/55818,,,,,,yes24,2025-11-04T16:23:22.666165
뮤지컬 [해몽가],4,,,https://ticket.yes24.com/Perf/55772,,,,,,yes24,2025-11-04T16:23:22.666167
뮤지컬 [어쩌면 해피엔딩] - YES24DAY,5,,,https://ticket.yes24.com/Perf/55763,,,,,,yes24,2025-11-04T16:23:22.666169
뮤지컬 슈가 [SUGAR],6,,,https://ticket.yes24.com/Perf/55750,,,,,,yes24,2025-11-04T16:23:22.666171
뮤지컬 〈팬레터〉 10주년 기념 공연,7,,,https://ticket.yes24.com/Perf/55736,,,,,,yes24,2025-11-04T16:23:22.666172
뮤지컬 [캐빈],8,,,https://ticket.yes24.com/Perf/55710,,,,,,yes24,2025-11-04T16:23:22.666173
뮤지컬 [존 도우],9,,,https://ticket.yes24.com/Perf/55670,,,,,,yes24,2025-11-04T16:23:22.666175
뮤지컬 크리스마스 캐럴,10,,,https://ticket.yes24.com/Perf/55607,,,,,,yes24,2025-11-04T16:23:22.666177
뮤지컬 [바둑이와 세리],11,0.0,,https://ticket.yes24.com/Perf/55567,,,,,,yes24,2025-11-04T16:23:22.666178
COUNTDOWN FANTASY 2025-2026,12,,,https://ticket.yes24.com/Perf/55543,,,,,,yes24,2025-11-04T16:23:22.666180
[창원] 뮤지컬 [여명],13,,,https://ticket.yes24.com/Perf/55502,,,,,,yes24,2025-11-04T16:23:22.666181
연극 〈타지마할의 근위병〉,14,,,https://ticket.yes24.com/Perf/55481,,,,,,yes24,2025-11-04T16:23:22.666182
어른이 뮤지컬 [난쟁이들],15,,,https://ticket.yes24.com/Perf/55442,,,,,,yes24,2025-11-04T16:23:22.666184
BAC 초이스 Ⅵ 뮤지컬 〈이매지너리〉,16,,,https://ticket.yes24.com/Perf/55358,,,,,,yes24,2025-11-04T16:23:22.666186
[라이프 오브 파이] 한국 초연（Life of Pi）,17,,,https://ticket.yes24.com/Perf/55338,,,,,,yes24,2025-11-04T16:23:22.666187
뮤지컬 [EVITA],18,,,https://ticket.yes24.com/Perf/55328,,,,,,yes24,2025-11-04T16:23:22.666188
주민진 콘서트 [기적：From Universe],19,4.0,,https://ticket.yes24.com/Perf/55324,,,,,,yes24,2025-11-04T16:23:22.666190
[부산] 이은결 ＜TRACK＞,20,,,https://ticket.yes24.com/Perf/55304,,,,,,yes24,2025-11-04T16:23:22.666192
창작뮤지컬 [님만헤민 게스트하우스],21,0.0,,https://ticket.yes24.com/Perf/55273,,,,,,yes24,2025-11-04T16:23:22.666193
