title,rank,rating,image_url,detail_url,performance_period,booking_rate,cast,venue,price_info,source,crawled_at
뮤지컬 [바람으로의 여행],22,,,https://ticket.yes24.com/Perf/55079,,,,,,yes24,2025-11-04T16:23:22.666194
뮤지컬 ［인사이드 윌리엄］- 대전,23,,,https://ticket.yes24.com/Perf/54967,,,,,,yes24,2025-11-04T16:23:22.666196
제20회 부산불꽃축제,24,,,https://ticket.yes24.com/Perf/54955,,,,,,yes24,2025-11-04T16:23:22.666197
쥬크박스 뮤지컬 [쇼 머스트 고 온 in 대학로],25,0.0,,https://ticket.yes24.com/Perf/54920,,,,,,yes24,2025-11-04T16:23:22.666198
뮤지컬 [그레이하우스],26,4.0,,https://ticket.yes24.com/Perf/54914,,,,,,yes24,2025-11-04T16:23:22.666200
[얼리버드] 장 미셸 바스키아：과거와 미래를 잇는 상징적 기호들,27,0.0,,https://ticket.yes24.com/Perf/54876,,,,,,yes24,2025-11-04T16:23:22.666201
[비지정석] 뮤지컬 [김종욱 찾기],28,0.0,,https://ticket.yes24.com/Perf/54861,,,,,,yes24,2025-11-04T16:23:22.666203
뮤지컬 [후크],29,4.0,,https://ticket.yes24.com/Perf/54857,,,,,,yes24,2025-11-04T16:23:22.666204
뮤지컬 [라흐마니노프],30,4.0,,https://ticket.yes24.com/Perf/54744,,,,,,yes24,2025-11-04T16:23:22.666205
연극 〈에쿠우스 ´EQUUS´〉: 한국 초연 50주년 기념공연,31,4.0,,https://ticket.yes24.com/Perf/54678,,,,,,yes24,2025-11-04T16:23:22.666206
[서울] 태양의서커스 [쿠자],32,5.0,,https://ticket.yes24.com/Perf/53879,,,,,,yes24,2025-11-04T16:23:22.666207
뮤지컬 써니텐,33,5.0,,https://ticket.yes24.com/Perf/52880,,,,,,yes24,2025-11-04T16:23:22.666209
해리 포터와 죽음의 성물™ Part,34,5.0,,https://ticket.yes24.com/Perf/52508,,,,,,yes24,2025-11-04T16:23:22.666210
[부산] 뮤지컬 [어서 오세요， 휴남동 서점입니다],35,0.0,,https://ticket.yes24.com/Perf/52271,,,,,,yes24,2025-11-04T16:23:22.666211
[비지정석] 뮤지컬 [연남동 빙굴빙굴 빨래방] - 2025년 공연,36,0.0,,https://ticket.yes24.com/Perf/51850,,,,,,yes24,2025-11-04T16:23:22.666212
뮤지컬 드라큘라(Dracula) OST [10TH ANNIVERSARY CAST RECORDING],37,5.0,,https://ticket.yes24.com/Perf/51497,,,,,,yes24,2025-11-04T16:23:22.666213
페인터즈-광화문전용관,38,5.0,,https://ticket.yes24.com/Perf/49034,,,,,,yes24,2025-11-04T16:23:22.666215
25 뮤지컬 천로역정,39,5.0,,https://ticket.yes24.com/Perf/47835,,,,,,yes24,2025-11-04T16:23:22.666216
25 스크루테이프의 편지,40,5.0,,https://ticket.yes24.com/Perf/40844,,,,,,yes24,2025-11-04T16:23:22.666217
락뮤지컬 [프리즌],41,5.0,,https://ticket.yes24.com/Perf/38930,,,,,,yes24,2025-11-04T16:23:22.666219
[삼척] 가족뮤지컬 [빨간모자와늑대],42,0.0,,https://ticket.yes24.com/Perf/31334,,,,,,yes24,2025-11-04T16:23:22.666220
